Sl_No,Full_Info,Transimission_Type,Ownership,Fuel_Used,brand_name,km_driven,selling_price,Year_of_Manuacture,Place_of_Origin,Age
2987,"""2014 Hyundai Grand i10""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Grand""",26983,447199,2014,"""Mumbai""",8
2988,"""2012 Maruti Swift Dzire""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Swift""",50487,441299,2012,"""Mumbai""",10
2989,"""2014 Maruti Swift""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Swift""",56830,388599,2014,"""Mumbai""",8
2990,"""2017 Ford Figo Aspire""","""Manual""","""2nd Owner""","""Petrol""","""Ford-Figo""",17478,449899,2017,"""Mumbai""",5
2991,"""2014 Maruti Swift""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Swift""",58873,422299,2014,"""Mumbai""",8
2992,"""2013 Hyundai Grand i10""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Grand""",29411,392999,2013,"""Mumbai""",9
2993,"""2019 Hyundai Elite i20""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Elite""",34853,784399,2019,"""Mumbai""",3
2994,"""2015 Maruti Wagon R 1.0""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Wagon""",44433,354199,2015,"""Mumbai""",7
2995,"""2019 Honda Jazz""","""Automatic""","""1st Owner""","""Petrol""","""Honda-Jazz""",6006,845999,2019,"""Mumbai""",3
2996,"""2019 Hyundai Elite i20""","""Automatic""","""1st Owner""","""Petrol""","""Hyundai-Elite""",25349,853199,2019,"""Mumbai""",3
2997,"""2020 Hyundai VENUE""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-VENUE""",18221,1011099,2020,"""Mumbai""",2
2998,"""2016 Hyundai Grand i10""","""Manual""","""3rd Owner""","""Petrol""","""Hyundai-Grand""",23846,433499,2016,"""Mumbai""",6
2999,"""2019 Toyota Glanza""","""Automatic""","""1st Owner""","""Petrol""","""Toyota-Glanza""",2710,819799,2019,"""Mumbai""",3
3000,"""2014 Hyundai Grand i10""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Grand""",26735,425299,2014,"""Mumbai""",8
3001,"""2016 Hyundai Grand i10""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Grand""",32766,467699,2016,"""Mumbai""",6
3002,"""2018 Honda WR-V""","""Manual""","""2nd Owner""","""Petrol""","""Honda-WR-V""",14930,743299,2018,"""Mumbai""",4
3003,"""2020 Maruti Vitara Brezza""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Vitara""",19798,909599,2020,"""Mumbai""",2
3004,"""2020 Maruti Vitara Brezza""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Vitara""",13226,939499,2020,"""Mumbai""",2
3005,"""2016 Honda Jazz""","""Manual""","""1st Owner""","""Petrol""","""Honda-Jazz""",53879,527099,2016,"""Mumbai""",6
3006,"""2017 Hyundai Elite i20""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Elite""",10022,614699,2017,"""Mumbai""",5
3007,"""2016 Maruti Ciaz""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Ciaz""",24103,615999,2016,"""Mumbai""",6
3008,"""2017 Jeep Compass""","""Manual""","""1st Owner""","""Diesel""","""Jeep-Compass""",34208,1467499,2017,"""Mumbai""",5
3009,"""2019 Maruti Vitara Brezza""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Vitara""",30236,838699,2019,"""Mumbai""",3
3010,"""2017 Maruti Wagon R 1.0""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Wagon""",11375,488699,2017,"""Mumbai""",5
3011,"""2019 Hyundai VENUE""","""Manual""","""1st Owner""","""Diesel""","""Hyundai-VENUE""",73561,975099,2019,"""Mumbai""",3
3012,"""2018 Honda Jazz""","""Manual""","""1st Owner""","""Petrol""","""Honda-Jazz""",26796,711499,2018,"""Mumbai""",4
3013,"""2016 Hyundai Grand i10""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Grand""",26979,456699,2016,"""Mumbai""",6
3014,"""2017 Hyundai Elite i20""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Elite""",6954,610299,2017,"""Mumbai""",5
3015,"""2012 Maruti Swift Dzire""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Swift""",162410,401499,2012,"""Mumbai""",10
3016,"""2014 Maruti Wagon R 1.0""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Wagon""",64674,357399,2014,"""Mumbai""",8
3017,"""2017 Maruti Wagon R 1.0""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Wagon""",22635,442699,2017,"""Mumbai""",5
3018,"""2017 Hyundai Elite i20""","""Manual""","""2nd Owner""","""Petrol""","""Hyundai-Elite""",22549,540499,2017,"""Mumbai""",5
3019,"""2019 Hyundai NEW SANTRO""","""Automatic""","""2nd Owner""","""Petrol""","""Hyundai-NEW""",14714,506199,2019,"""Mumbai""",3
3020,"""2017 Hyundai Elite i20""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Elite""",19673,698799,2017,"""Mumbai""",5
3021,"""2018 Honda City""","""Manual""","""2nd Owner""","""Petrol""","""Honda-City""",15132,778599,2018,"""Mumbai""",4
3022,"""2017 Jeep Compass""","""Manual""","""1st Owner""","""Diesel""","""Jeep-Compass""",24588,1427199,2017,"""Mumbai""",5
3023,"""2017 Hyundai Elite i20""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Elite""",25348,658699,2017,"""Mumbai""",5
3024,"""2018 Ford Figo Aspire""","""Manual""","""1st Owner""","""Diesel""","""Ford-Figo""",48494,567399,2018,"""Mumbai""",4
3025,"""2014 Hyundai Xcent""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Xcent""",45258,434099,2014,"""Mumbai""",8
3026,"""2016 Hyundai Elite i20""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Elite""",67248,590899,2016,"""Mumbai""",6
3027,"""2018 Hyundai Verna""","""Automatic""","""1st Owner""","""Petrol""","""Hyundai-Verna""",23043,1100199,2018,"""Mumbai""",4
3028,"""2019 Maruti Vitara Brezza""","""Manual""","""2nd Owner""","""Diesel""","""Maruti-Vitara""",27166,904599,2019,"""Mumbai""",3
3029,"""2019 Hyundai VENUE""","""Manual""","""2nd Owner""","""Petrol""","""Hyundai-VENUE""",26191,992899,2019,"""Mumbai""",3
3030,"""2018 Skoda Octavia""","""Automatic""","""1st Owner""","""Petrol""","""Skoda-Octavia""",26809,1787199,2018,"""Mumbai""",4
3031,"""2019 Maruti Vitara Brezza""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Vitara""",57702,862699,2019,"""Mumbai""",3
3032,"""2018 Honda City""","""Automatic""","""1st Owner""","""Petrol""","""Honda-City""",33613,1051799,2018,"""Mumbai""",4
3033,"""2016 Hyundai Grand i10""","""Automatic""","""1st Owner""","""Petrol""","""Hyundai-Grand""",16989,520499,2016,"""Mumbai""",6
3034,"""2019 Maruti IGNIS""","""Automatic""","""1st Owner""","""Petrol""","""Maruti-IGNIS""",15309,583099,2019,"""Mumbai""",3
3035,"""2017 Maruti Wagon R 1.0""","""Manual""","""3rd Owner""","""Petrol""","""Maruti-Wagon""",11435,393999,2017,"""Mumbai""",5
3036,"""2016 Hyundai Grand i10""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Grand""",40124,452099,2016,"""Mumbai""",6
3037,"""2017 Ford Figo Aspire""","""Manual""","""1st Owner""","""Diesel""","""Ford-Figo""",141022,465699,2017,"""Mumbai""",5
3038,"""2018 Honda City""","""Automatic""","""1st Owner""","""Petrol""","""Honda-City""",25153,917099,2018,"""Mumbai""",4
3039,"""2015 Maruti Swift""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Swift""",142995,471299,2015,"""Mumbai""",7
3040,"""2016 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",9363,578899,2016,"""Mumbai""",6
3041,"""2016 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",25082,546399,2016,"""Mumbai""",6
3042,"""2021 Maruti S PRESSO""","""Manual""","""1st Owner""","""Petrol + CNG""","""Maruti-S""",20260,589699,2021,"""Mumbai""",1
3043,"""2019 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",10356,810999,2019,"""Mumbai""",3
3044,"""2018 Hyundai Creta""","""Automatic""","""2nd Owner""","""Diesel""","""Hyundai-Creta""",42659,1330299,2018,"""Mumbai""",4
3045,"""2017 Maruti Alto K10""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",23504,319699,2017,"""Mumbai""",5
3046,"""2015 Hyundai Elite i20""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Elite""",63961,499099,2015,"""Mumbai""",7
3047,"""2020 Maruti Ciaz""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Ciaz""",14444,903199,2020,"""Mumbai""",2
3048,"""2019 Maruti IGNIS""","""Automatic""","""1st Owner""","""Petrol""","""Maruti-IGNIS""",12442,622299,2019,"""Mumbai""",3
3049,"""2021 Maruti Alto""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",3401,460399,2021,"""Mumbai""",1
3050,"""2018 Hyundai Verna""","""Automatic""","""1st Owner""","""Petrol""","""Hyundai-Verna""",47186,1112599,2018,"""Mumbai""",4
3051,"""2017 Maruti Ciaz""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Ciaz""",42725,688799,2017,"""Mumbai""",5
3052,"""2019 Maruti S PRESSO""","""Manual""","""1st Owner""","""Petrol""","""Maruti-S""",61555,427299,2019,"""Mumbai""",3
3053,"""2018 Ford Ecosport""","""Manual""","""1st Owner""","""Diesel""","""Ford-Ecosport""",28127,799799,2018,"""Mumbai""",4
3054,"""2016 Hyundai Elite i20""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Elite""",76366,548299,2016,"""Mumbai""",6
3055,"""2017 Ford Ecosport""","""Manual""","""1st Owner""","""Petrol""","""Ford-Ecosport""",21407,629899,2017,"""Mumbai""",5
3056,"""2017 Ford Ecosport""","""Manual""","""1st Owner""","""Diesel""","""Ford-Ecosport""",20082,731699,2017,"""Mumbai""",5
3057,"""2016 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",47421,586699,2016,"""Mumbai""",6
3058,"""2019 Maruti Alto K10""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",9370,390299,2019,"""Mumbai""",3
3059,"""2019 MG HECTOR""","""Manual""","""1st Owner""","""Diesel""","""MG-HECTOR""",12937,1768199,2019,"""Mumbai""",3
3060,"""2020 Maruti S PRESSO""","""Automatic""","""1st Owner""","""Petrol""","""Maruti-S""",6571,501199,2020,"""Mumbai""",2
3061,"""2021 Maruti S PRESSO""","""Manual""","""1st Owner""","""Petrol""","""Maruti-S""",3654,481199,2021,"""Mumbai""",1
3062,"""2018 Hyundai Grand i10""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Grand""",22796,507299,2018,"""Mumbai""",4
3063,"""2018 Hyundai Creta""","""Automatic""","""1st Owner""","""Petrol""","""Hyundai-Creta""",50573,1167299,2018,"""Mumbai""",4
3064,"""2016 Hyundai Grand i10""","""Automatic""","""1st Owner""","""Petrol""","""Hyundai-Grand""",71122,524599,2016,"""Mumbai""",6
3065,"""2017 Hyundai Elite i20""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Elite""",63277,569999,2017,"""Mumbai""",5
3066,"""2017 Maruti Vitara Brezza""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Vitara""",78266,770799,2017,"""Mumbai""",5
3067,"""2020 Maruti Dzire""","""Automatic""","""1st Owner""","""Petrol""","""Maruti-Dzire""",17083,799799,2020,"""Mumbai""",2
3068,"""2017 Ford Ecosport""","""Manual""","""1st Owner""","""Diesel""","""Ford-Ecosport""",30575,788899,2017,"""Mumbai""",5
3069,"""2017 Maruti Dzire""","""Automatic""","""1st Owner""","""Diesel""","""Maruti-Dzire""",67154,668099,2017,"""Mumbai""",5
3070,"""2017 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",16734,606099,2017,"""Mumbai""",5
3071,"""2020 Maruti S PRESSO""","""Automatic""","""1st Owner""","""Petrol""","""Maruti-S""",2799,534699,2020,"""Mumbai""",2
3072,"""2017 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",28197,581499,2017,"""Mumbai""",5
3073,"""2016 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",40361,551499,2016,"""Mumbai""",6
3074,"""2020 MG HECTOR""","""Automatic""","""1st Owner""","""Petrol""","""MG-HECTOR""",8717,1692999,2020,"""Mumbai""",2
3075,"""2016 Hyundai i20 Active""","""Manual""","""1st Owner""","""Diesel""","""Hyundai-i20""",82803,584599,2016,"""Mumbai""",6
3076,"""2019 Maruti Alto""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",8509,388799,2019,"""Mumbai""",3
3077,"""2018 Maruti Dzire""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Dzire""",6829,704199,2018,"""Mumbai""",4
3078,"""2016 Nissan Terrano""","""Manual""","""1st Owner""","""Diesel""","""Nissan-Terrano""",134109,623599,2016,"""Mumbai""",6
3079,"""2017 Maruti Dzire""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Dzire""",38393,708899,2017,"""Mumbai""",5
3080,"""2018 Maruti Ciaz""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Ciaz""",56836,940299,2018,"""Mumbai""",4
3081,"""2019 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",8782,810999,2019,"""Mumbai""",3
3082,"""2016 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",83600,528899,2016,"""Mumbai""",6
3083,"""2017 Maruti IGNIS""","""Manual""","""1st Owner""","""Diesel""","""Maruti-IGNIS""",29409,526099,2017,"""Mumbai""",5
3084,"""2018 Maruti Ciaz""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Ciaz""",44452,735099,2018,"""Mumbai""",4
3085,"""2017 Maruti Dzire""","""Automatic""","""1st Owner""","""Petrol""","""Maruti-Dzire""",57977,616599,2017,"""Mumbai""",5
3086,"""2017 Maruti Vitara Brezza""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Vitara""",48802,811299,2017,"""Mumbai""",5
3087,"""2019 MG HECTOR""","""Automatic""","""2nd Owner""","""Petrol""","""MG-HECTOR""",7231,1692299,2019,"""Mumbai""",3
3088,"""2018 Maruti Dzire""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Dzire""",71772,666899,2018,"""Mumbai""",4
3089,"""2018 Maruti Ciaz""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Ciaz""",51725,744199,2018,"""Mumbai""",4
3090,"""2017 Maruti S Cross""","""Manual""","""1st Owner""","""Diesel""","""Maruti-S""",38135,790899,2017,"""Mumbai""",5
3091,"""2017 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",29794,628999,2017,"""Mumbai""",5
3092,"""2016 Hyundai i20 Active""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-i20""",47707,557399,2016,"""Mumbai""",6
3093,"""2015 Ford Ecosport""","""Automatic""","""1st Owner""","""Petrol""","""Ford-Ecosport""",96538,526099,2015,"""Mumbai""",7
3094,"""2019 Maruti S Cross""","""Manual""","""1st Owner""","""Diesel""","""Maruti-S""",24639,1090799,2019,"""Mumbai""",3
3095,"""2016 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",76773,591899,2016,"""Mumbai""",6
3096,"""2018 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",26382,612299,2018,"""Mumbai""",4
3097,"""2017 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",69421,591599,2017,"""Mumbai""",5
3098,"""2017 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",40567,674999,2017,"""Mumbai""",5
3099,"""2017 Maruti S Cross""","""Manual""","""1st Owner""","""Diesel""","""Maruti-S""",103875,620499,2017,"""Mumbai""",5
3100,"""2018 Ford Ecosport""","""Manual""","""1st Owner""","""Diesel""","""Ford-Ecosport""",56653,861799,2018,"""Mumbai""",4
3101,"""2017 Maruti IGNIS""","""Manual""","""1st Owner""","""Petrol""","""Maruti-IGNIS""",40312,453099,2017,"""Mumbai""",5
3102,"""2017 Mahindra Scorpio""","""Manual""","""2nd Owner""","""Diesel""","""Mahindra-Scorpio""",52077,1246499,2017,"""Mumbai""",5
3103,"""2018 Maruti Dzire""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Dzire""",47158,741999,2018,"""Mumbai""",4
3104,"""2017 Ford Ecosport""","""Automatic""","""1st Owner""","""Petrol""","""Ford-Ecosport""",30212,766499,2017,"""Mumbai""",5
3105,"""2017 Maruti S Cross""","""Manual""","""1st Owner""","""Diesel""","""Maruti-S""",58498,777999,2017,"""Mumbai""",5
3106,"""2018 Ford Ecosport""",,"""1st Owner""","""Petrol""","""Ford-Ecosport""",29078,772199,2018,"""Mumbai""",4
3107,"""2017 Maruti Vitara Brezza""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Vitara""",114807,804199,2017,"""Mumbai""",5
3108,"""2018 Honda WR-V""","""Manual""","""1st Owner""","""Petrol""","""Honda-WR-V""",42503,786599,2018,"""Mumbai""",4
3109,"""2011 Mercedes Benz E Class""","""Automatic""","""2nd Owner""","""Diesel""","""Mercedes-Benz""",77547,1116799,2011,"""Mumbai""",11
3110,"""2011 Volkswagen Polo""","""Manual""","""2nd Owner""","""Petrol""","""Volkswagen-Polo""",43151,308399,2011,"""Mumbai""",11
3111,"""2015 Toyota Corolla Altis""","""Manual""","""2nd Owner""","""Petrol""","""Toyota-Corolla""",77971,694899,2015,"""Mumbai""",7
3112,"""2017 Tata Tiago""","""Automatic""","""1st Owner""","""Petrol""","""Tata-Tiago""",33818,513599,2017,"""Mumbai""",5
3113,"""2016 Toyota Innova Crysta""","""Automatic""","""1st Owner""","""Diesel""","""Toyota-Innova""",53914,1903099,2016,"""Mumbai""",6
3114,"""2020 Tata Harrier""","""Manual""","""1st Owner""","""Diesel""","""Tata-Harrier""",13596,2229399,2020,"""Mumbai""",2
3115,"""2019 Renault TRIBER""","""Manual""","""1st Owner""","""Petrol""","""Renault-TRIBER""",13577,733599,2019,"""Mumbai""",3
3116,"""2016 Hyundai Grand i10""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Grand""",6972,475199,2016,"""Mumbai""",6
3117,"""2018 Tata Tiago""","""Manual""","""2nd Owner""","""Petrol""","""Tata-Tiago""",12199,506099,2018,"""Mumbai""",4
3118,"""2013 Honda Amaze""","""Manual""","""1st Owner""","""Petrol""","""Honda-Amaze""",32058,419199,2013,"""Mumbai""",9
3119,"""2013 Honda Brio""","""Manual""","""2nd Owner""","""Petrol""","""Honda-Brio""",19392,309199,2013,"""Mumbai""",9
3120,"""2015 Maruti Ritz""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Ritz""",51486,323699,2015,"""Mumbai""",7
3121,"""2014 Hyundai i20""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-i20""",47834,506799,2014,"""Mumbai""",8
3122,"""2016 Toyota Corolla Altis""","""Manual""","""1st Owner""","""Petrol""","""Toyota-Corolla""",77968,831099,2016,"""Mumbai""",6
3123,"""2019 Mahindra XUV500""","""Manual""","""1st Owner""","""Diesel""","""Mahindra-XUV500""",47670,1749399,2019,"""Mumbai""",3
3124,"""2016 Toyota Innova Crysta""","""Automatic""","""1st Owner""","""Diesel""","""Toyota-Innova""",74162,1553899,2016,"""Mumbai""",6
3125,"""2021 Hyundai VENUE""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-VENUE""",25426,1100499,2021,"""Mumbai""",1
3126,"""2016 Renault Kwid""","""Manual""","""1st Owner""","""Petrol""","""Renault-Kwid""",30356,330199,2016,"""Mumbai""",6
3127,"""2016 Honda BR-V""","""Automatic""","""1st Owner""","""Petrol""","""Honda-BR-V""",44915,731299,2016,"""Mumbai""",6
3128,"""2019 Honda Civic""",,"""1st Owner""","""Petrol""","""Honda-Civic""",13817,1827999,2019,"""Mumbai""",3
3129,"""2013 Honda Amaze""","""Manual""","""1st Owner""","""Petrol""","""Honda-Amaze""",12742,420399,2013,"""Mumbai""",9
3130,"""2013 Honda Amaze""","""Manual""","""1st Owner""","""Petrol""","""Honda-Amaze""",30541,423999,2013,"""Mumbai""",9
3131,"""2019 Renault Kwid""","""Manual""","""1st Owner""","""Petrol""","""Renault-Kwid""",14433,416799,2019,"""Mumbai""",3
3132,"""2014 Honda Brio""","""Manual""","""1st Owner""","""Petrol""","""Honda-Brio""",37492,388499,2014,"""Mumbai""",8
3133,"""2014 Maruti Celerio""","""Automatic""","""1st Owner""","""Petrol""","""Maruti-Celerio""",17629,396899,2014,"""Mumbai""",8
3134,"""2015 Maruti Celerio""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Celerio""",38845,358299,2015,"""Mumbai""",7
3135,"""2014 Maruti Swift""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Swift""",37480,438399,2014,"""Mumbai""",8
3136,"""2018 Maruti Ertiga""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Ertiga""",52923,848399,2018,"""Mumbai""",4
3137,"""2018 Ford Figo Aspire""","""Manual""","""2nd Owner""","""Diesel""","""Ford-Figo""",31896,589899,2018,"""Mumbai""",4
3138,"""2016 Honda Brio""","""Manual""","""1st Owner""","""Petrol""","""Honda-Brio""",59581,373799,2016,"""Mumbai""",6
3139,"""2017 Maruti Alto 800""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",20824,291099,2017,"""Mumbai""",5
3140,"""2020 KIA SELTOS""","""Automatic""","""1st Owner""","""Petrol""","""KIA-SELTOS""",6434,1911499,2020,"""Mumbai""",2
3141,"""2013 Maruti Swift""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Swift""",23841,429099,2013,"""Mumbai""",9
3142,"""2016 Honda Brio""","""Automatic""","""1st Owner""","""Petrol""","""Honda-Brio""",42877,543799,2016,"""Mumbai""",6
3143,"""2018 Mahindra XUV500""","""Automatic""","""1st Owner""","""Diesel""","""Mahindra-XUV500""",61096,1590699,2018,"""Mumbai""",4
3144,"""2017 Maruti Ertiga""","""Manual""","""2nd Owner""","""Diesel""","""Maruti-Ertiga""",26214,869499,2017,"""Mumbai""",5
3145,"""2016 Maruti Swift Dzire""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Swift""",76913,608199,2016,"""Mumbai""",6
3146,"""2019 Honda Amaze""","""Manual""","""1st Owner""","""Petrol""","""Honda-Amaze""",4603,657199,2019,"""Mumbai""",3
3147,"""2015 Maruti Swift""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Swift""",39404,434599,2015,"""Mumbai""",7
3148,"""2018 Renault Kwid""","""Automatic""","""1st Owner""","""Petrol""","""Renault-Kwid""",7228,453399,2018,"""Mumbai""",4
3149,"""2019 Volkswagen Vento""","""Automatic""","""1st Owner""","""Petrol""","""Volkswagen-Vento""",37905,999599,2019,"""Mumbai""",3
3150,"""2017 Hyundai Elite i20""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Elite""",38537,684099,2017,"""Mumbai""",5
